pl_rade,st_teff,st_rad,st_met,st_age,is_gas_giant
2.234,5232.0,0.795,0.04,2.19,0
1.72,5234.0,0.79,-0.11,4.9,0
1.766,5232.0,0.795,0.04,2.19,0
0.987,5894.0,1.228,0.21,4.37,0
1.913,5146.0,0.779,0.03,3.09,0
1.89,5163.0,0.79,-0.02,3.98,0
2.24,5163.0,0.79,-0.02,3.98,0
2.221,5146.0,0.779,0.03,3.09,0
3.071,5146.0,0.779,0.03,3.09,0
0.686,5443.0,0.814,-0.13,4.07,0
1.149,5600.0,0.908,-0.03,4.57,0
0.742,4825.0,0.724,-0.03,6.92,0
1.15,6180.0,1.17,-0.28,5.37,0
1.112,5945.0,1.163,-0.4,11.48,0
1.308,5945.0,1.163,-0.4,11.48,0
1.28,6180.0,1.17,-0.28,5.37,0
1.15,6180.0,1.17,-0.28,5.37,0
1.191,5945.0,1.163,-0.4,11.48,0
0.927,5945.0,1.163,-0.4,11.48,0
0.9,6180.0,1.17,-0.28,5.37,0
0.802,5818.0,1.384,0.23,7.4,0
0.631,5907.0,1.415,0.27,4.37,0
0.586,5907.0,1.415,0.27,4.37,0
0.868,5818.0,1.384,0.23,7.4,0
11.801,5742.0,1.018,0.1,3.98,1
2.85,5636.0,0.93,0.04,3.72,0
2.722,5681.0,0.889,0.13,0.51,0
2.534,5681.0,0.889,0.13,0.51,0
2.65,5636.0,0.93,0.04,3.72,0
1.437,5681.0,0.889,0.13,0.51,0
1.53,5636.0,0.93,0.04,3.72,0
0.859,6246.0,1.233,0.0,2.63,0
2.96,5709.0,0.88,-0.12,1.45,0
3.109,5721.0,0.908,0.0,1.74,0
3.15,5709.0,0.88,-0.12,1.45,0
3.264,5721.0,0.908,0.0,1.74,0
3.372,5759.0,1.105,0.24,3.47,0
0.986,5759.0,1.105,0.24,3.47,0
1.409,5486.0,0.961,0.14,6.76,0
2.446,5486.0,0.961,0.14,6.76,0
1.081,5371.0,1.122,-0.12,13.49,0
3.993,4966.0,3.015,0.07,4.68,0
0.615,5544.0,1.029,0.32,5.01,0
3.347,4883.0,0.736,0.2,2.04,0
1.91,4628.0,0.707,0.18,3.72,0
2.432,4628.0,0.707,0.18,3.72,0
0.66,5606.0,0.96,0.11,4.27,0
1.773,5495.0,0.9164,0.07,5.6,0
1.91,5455.0,0.944,0.01,8.8,0
2.007,5508.0,0.88,0.11,3.09,0
1.868,5495.0,0.9639,0.07,7.6,0
2.13,5569.0,0.93,0.04,5.25,0
2.88,5508.0,0.88,0.11,3.09,0
3.04,5569.0,0.93,0.04,5.25,0
3.047,5495.0,0.9639,0.07,7.6,0
2.894,5495.0,0.9164,0.07,5.6,0
3.07,5455.0,0.944,0.01,8.8,0
2.492,5508.0,0.88,0.11,3.09,0
2.744,5495.0,0.9639,0.07,7.6,0
2.606,5495.0,0.9164,0.07,5.6,0
2.63,5569.0,0.93,0.04,5.25,0
2.75,5455.0,0.944,0.01,8.8,0
0.81,5569.0,0.93,0.04,5.25,0
0.784,5508.0,0.88,0.11,3.09,0
0.821,5495.0,0.9164,0.07,5.6,0
0.868,5466.0,0.944,0.02,8.8,0
0.865,5495.0,0.9639,0.07,7.6,0
1.02,5569.0,0.93,0.04,5.25,0
1.003,5495.0,0.9639,0.07,7.6,0
0.952,5495.0,0.9164,0.07,5.6,0
1.03,5466.0,0.944,0.02,8.8,0
0.942,5508.0,0.88,0.11,3.09,0
2.19,5773.0,0.95,-0.07,3.63,0
2.224,5785.0,0.974,-0.03,3.98,0
1.46,5773.0,0.95,-0.07,3.63,0
1.516,5785.0,0.974,-0.03,3.98,0
2.63,6150.0,1.2,0.15,2.19,0
2.756,6152.0,1.255,-0.03,4.07,0
2.339,6152.0,1.255,-0.03,4.07,0
2.23,6150.0,1.2,0.15,2.19,0
1.9,4791.0,0.73,0.01,3.24,0
1.815,4762.0,0.683,-0.21,7.94,0
1.934,4762.0,0.683,-0.21,7.94,0
2.06,4791.0,0.73,0.01,3.24,0
2.517,5887.0,1.029,0.08,1.78,0
2.48,5794.0,1.03,-0.01,5.5,0
2.346,5887.0,1.029,0.08,1.78,0
2.37,5794.0,1.03,-0.01,5.5,0
1.34,5794.0,1.03,-0.01,5.5,0
1.396,5887.0,1.029,0.08,1.78,0
2.095,5877.0,0.975,0.07,1.41,0
2.43,5865.0,1.11,0.01,5.75,0
1.45,5865.0,1.11,0.01,5.75,0
1.28,5877.0,0.975,0.07,1.41,0
1.39,4255.0,0.58,-0.32,3.16,0
1.58,4255.0,0.58,-0.32,3.16,0
1.123,5691.0,1.078,0.06,8.32,0
1.22,5853.0,1.12,0.08,5.25,0
1.596,5691.0,1.078,0.06,8.32,0
1.71,5853.0,1.12,0.08,5.25,0
0.98,5853.0,1.12,0.08,5.25,0
0.967,5691.0,1.078,0.06,8.32,0
1.45,5989.0,1.49,0.18,4.17,0
1.641,5969.0,1.674,0.29,3.63,0
1.46,5989.0,1.49,0.18,4.17,0
1.604,5969.0,1.674,0.29,3.63,0
3.09,5989.0,1.49,0.18,4.17,0
3.495,5969.0,1.674,0.29,3.63,0
1.83,5951.0,1.4,0.19,4.37,0
1.557,6054.0,1.234,0.02,4.68,0
1.52,5951.0,1.4,0.19,4.37,0
1.387,6054.0,1.234,0.02,4.68,0
1.37,5951.0,1.4,0.19,4.37,0
1.202,6054.0,1.234,0.02,4.68,0
1.415,6054.0,1.234,0.02,4.68,0
1.67,5951.0,1.4,0.19,4.37,0
2.242,5564.0,0.898,0.14,1.95,0
2.29,5562.0,0.92,0.03,4.47,0
2.99,5562.0,0.92,0.03,4.47,0
2.93,5564.0,0.898,0.14,1.95,0
1.639,6305.0,1.902,-0.03,2.84,0
1.6354,6131.0,1.86,-0.15,2.84,0
1.57,6162.0,1.79,-0.12,3.55,0
1.639,6305.0,1.902,-0.03,3.03,0
1.654,6202.0,1.94,-0.04,3.98,0
2.91,4588.0,0.7,0.15,1.78,0
4.29,4588.0,0.7,0.15,1.78,0
1.32,5224.0,0.81,0.1,1.55,0
1.22,5194.0,0.764,0.18,0.91,0
1.32,5224.0,0.81,0.1,1.55,0
1.238,5194.0,0.764,0.18,0.91,0
1.11,5880.0,1.448,0.22,5.13,0
0.98,5866.0,1.28,0.16,5.5,0
2.37,5866.0,1.28,0.16,5.5,0
2.612,5880.0,1.448,0.22,5.13,0
1.469,5658.0,1.09,0.15,7.41,0
1.31,5744.0,1.0,0.25,1.62,0
2.037,5658.0,1.09,0.15,7.41,0
1.85,5744.0,1.0,0.25,1.62,0
2.1,6032.0,1.07,0.09,1.58,0
3.1,6052.0,1.582,-0.02,5.37,0
1.98,6032.0,1.07,0.09,1.58,0
2.947,6052.0,1.582,-0.02,5.37,0
1.57,5648.0,0.896,-0.43,12.3,0
1.49,5679.0,0.85,-0.17,1.62,0
1.361,5648.0,0.896,-0.43,12.3,0
1.31,5679.0,0.85,-0.17,1.62,0
2.177,5648.0,0.896,-0.43,12.3,0
2.05,5679.0,0.85,-0.17,1.62,0
1.554,5648.0,0.896,-0.43,12.3,0
1.49,5679.0,0.85,-0.17,1.62,0
2.23,6142.0,1.2,-0.04,3.55,0
2.867,6119.0,1.545,-0.07,5.13,0
2.87,6142.0,1.2,-0.04,3.55,0
3.745,6119.0,1.545,-0.07,5.13,0
2.201,6554.0,1.754,-0.07,2.4,0
2.11,6341.0,1.76,0.09,2.63,0
1.74,6341.0,1.76,0.09,2.63,0
1.804,6554.0,1.754,-0.07,2.4,0
1.32,6341.0,1.76,0.09,2.63,0
1.388,6554.0,1.754,-0.07,2.4,0
1.696,5594.0,1.037,0.37,3.02,0
1.67,5542.0,1.02,0.31,5.62,0
2.928,5594.0,1.037,0.37,3.02,0
2.9,5542.0,1.02,0.31,5.62,0
2.66,5542.0,1.02,0.31,5.62,0
2.741,5594.0,1.037,0.37,3.02,0
2.306,5873.0,1.161,0.36,2.51,0
2.81,5910.0,1.43,0.21,4.57,0
2.799,5873.0,1.161,0.36,2.51,0
3.37,5910.0,1.43,0.21,4.57,0
2.232,5873.0,1.161,0.36,2.51,0
2.81,5910.0,1.43,0.21,4.57,0
2.1,5596.0,0.869,-0.255,7.0,0
2.04,5698.0,0.94,-0.21,7.08,0
0.77,4591.0,0.64,-0.31,8.32,0
0.834,4665.0,0.685,-0.01,3.8,0
1.628,4665.0,0.685,-0.01,3.8,0
1.53,4591.0,0.64,-0.31,8.32,0
0.97,4591.0,0.64,-0.31,8.32,0
1.027,4665.0,0.685,-0.01,3.8,0
1.321,4665.0,0.685,-0.01,3.8,0
1.25,4591.0,0.64,-0.31,8.32,0
1.524,5260.0,0.767,0.04,1.78,0
1.61,5296.0,0.82,-0.02,4.57,0
2.96,5296.0,0.82,-0.02,4.57,0
2.808,5260.0,0.767,0.04,1.78,0
2.572,5260.0,0.767,0.04,1.78,0
2.78,5296.0,0.82,-0.02,4.57,0
2.482,5260.0,0.767,0.04,1.78,0
2.69,5296.0,0.82,-0.02,4.57,0
3.2,5295.0,0.84,0.05,4.79,0
3.028,5315.0,0.801,0.33,1.17,0
4.75,5295.0,0.84,0.05,4.79,0
4.576,5315.0,0.801,0.33,1.17,0
3.74,5295.0,0.84,0.05,4.79,0
3.563,5315.0,0.801,0.33,1.17,0
2.823,5697.0,1.574,0.1,8.91,0
1.7,5746.0,0.98,0.02,4.27,0
2.63,5746.0,0.98,0.02,4.27,0
4.349,5697.0,1.574,0.1,8.91,0
3.63,5746.0,0.98,0.02,4.27,0
5.913,5697.0,1.574,0.1,8.91,0
30.8,5746.0,0.98,0.02,4.27,1
48.785,5697.0,1.574,0.1,8.91,1
1.489,5046.0,0.693,-0.06,2.24,0
1.55,5093.0,0.71,-0.27,2.29,0
3.291,5046.0,0.693,-0.06,2.24,0
3.42,5093.0,0.71,-0.27,2.29,0
2.532,5046.0,0.693,-0.06,2.24,0
2.56,5093.0,0.71,-0.27,2.29,0
1.984,5046.0,0.693,-0.06,2.24,0
2.02,5093.0,0.71,-0.27,2.29,0
1.92,4255.0,0.63,-0.04,2.88,0
2.6,4255.0,0.63,-0.04,2.88,0
1.68,5427.0,0.85,-0.03,4.37,0
1.696,5356.0,0.861,0.09,4.17,0
2.89,5427.0,0.85,-0.03,4.37,0
2.883,5356.0,0.861,0.09,4.17,0
1.273,5356.0,0.861,0.09,4.17,0
1.3,5427.0,0.85,-0.03,4.37,0
2.78,5624.0,0.94,0.06,4.57,0
2.749,5539.0,0.925,0.1,3.98,0
2.77,5624.0,0.94,0.06,4.57,0
2.756,5539.0,0.925,0.1,3.98,0
1.5,5630.0,0.92,-0.03,4.07,0
1.769,5660.0,1.104,0.18,6.76,0
3.423,5660.0,1.104,0.18,6.76,0
2.84,5630.0,0.92,-0.03,4.07,0
3.8,5630.0,0.92,-0.03,4.07,0
4.562,5660.0,1.104,0.18,6.76,0
2.49,5014.0,0.76,-0.05,4.9,0
2.288,5002.0,0.706,0.06,2.04,0
5.4,5014.0,0.76,-0.05,4.9,0
5.023,5002.0,0.706,0.06,2.04,0
3.74,5014.0,0.76,-0.05,4.9,0
3.448,5002.0,0.706,0.06,2.04,0
1.9,5760.0,1.52,-0.09,6.0,0
1.88,5880.0,1.57,0.03,6.61,0
1.858,5823.0,1.491,-0.09,9.12,0
3.036,5823.0,1.491,-0.09,9.12,0
3.2,5760.0,1.52,-0.09,6.0,0
3.25,5880.0,1.57,0.03,6.61,0
2.198,5823.0,1.491,-0.09,9.12,0
2.4,5880.0,1.57,0.03,6.61,0
3690.889,5253.0,0.773,-0.21,7.24,1
2.07,5253.0,0.773,-0.21,7.24,0
2.19,5328.0,0.81,-0.14,4.37,0
1.92,4147.0,0.57,-0.26,3.47,0
2.04,4147.0,0.57,-0.26,3.47,0
3.1,5654.0,0.95,0.03,4.47,0
3.79,5654.0,0.95,0.03,4.47,0
2.71,5261.0,0.8,-0.09,4.68,0
2.8,5261.0,0.8,-0.09,4.68,0
3.975,5911.0,1.171,0.22,2.88,0
3.88,6003.0,1.15,0.09,3.47,0
3.75,6003.0,1.15,0.09,3.47,0
3.86,5911.0,1.171,0.22,2.88,0
2.41,4067.0,0.53,-0.42,3.8,0
2.169,3996.0,0.495,-0.51,6.0,0
1.32,4067.0,0.53,-0.42,3.8,0
1.201,3996.0,0.495,-0.51,6.0,0
2.024,3996.0,0.495,-0.51,6.0,0
2.18,4067.0,0.53,-0.42,3.8,0
2.12,4067.0,0.53,-0.42,3.8,0
2.007,3996.0,0.495,-0.51,6.0,0
1.64,3931.0,0.56,-0.05,3.16,0
2.0,3931.0,0.56,-0.05,3.16,0
1.57,4952.0,0.76,0.03,4.27,0
1.556,4897.0,0.759,0.22,3.02,0
2.358,4897.0,0.759,0.22,3.02,0
2.32,4952.0,0.76,0.03,4.27,0
1.706,5800.0,1.567,0.34,4.79,0
1.36,5732.0,1.26,0.23,6.76,0
3.052,5800.0,1.567,0.34,4.79,0
2.48,5732.0,1.26,0.23,6.76,0
2.81,5732.0,1.26,0.23,6.76,0
3.502,5800.0,1.567,0.34,4.79,0
7.4,5732.0,1.26,0.23,6.76,1
9.291,5800.0,1.567,0.34,4.79,1
3.481,5800.0,1.567,0.34,4.79,0
2.81,5732.0,1.26,0.23,6.76,0
2.45,5007.0,0.77,0.09,3.31,0
2.436,4939.0,0.759,0.17,3.02,0
2.28,5007.0,0.77,0.09,3.31,0
2.263,4939.0,0.759,0.17,3.02,0
2.4,5800.0,1.07,-0.24,7.7,0
3.098,6022.0,1.084,-0.04,3.02,0
3.21,5952.0,1.11,-0.19,6.17,0
4.426,6022.0,1.084,-0.04,3.02,0
4.84,5952.0,1.11,-0.19,6.17,0
2.8,5800.0,1.07,-0.24,7.7,0
1.6,6022.0,1.084,-0.04,3.02,0
1.72,5952.0,1.11,-0.19,6.17,0
2.44,5952.0,1.11,-0.19,6.17,0
2.353,6022.0,1.084,-0.04,3.02,0
1.502,4918.0,0.748,0.41,1.91,0
1.46,4923.0,0.74,-0.04,4.68,0
2.247,4918.0,0.748,0.41,1.91,0
2.19,4923.0,0.74,-0.04,4.68,0
2.36,4759.0,0.7,-0.12,3.47,0
2.74,4759.0,0.7,-0.12,3.47,0
2.478,4876.0,0.673,-0.02,2.69,0
2.81,4965.0,0.76,0.01,4.37,0
2.298,4876.0,0.673,-0.02,2.69,0
2.57,4965.0,0.76,0.01,4.37,0
2.493,5149.0,0.815,0.26,1.86,0
2.42,5127.0,0.79,0.01,4.79,0
1.741,5149.0,0.815,0.26,1.86,0
1.73,5127.0,0.79,0.01,4.79,0
3.063,5498.0,0.857,0.07,2.4,0
2.83,5273.0,0.79,-0.17,4.79,0
2.135,5498.0,0.857,0.07,2.4,0
1.97,5273.0,0.79,-0.17,4.79,0
2.74,5273.0,0.79,-0.17,4.79,0
2.962,5498.0,0.857,0.07,2.4,0
2.654,5105.0,0.78,0.12,3.09,0
2.71,5174.0,0.8,0.05,3.63,0
2.26,5105.0,0.78,0.12,3.09,0
2.36,5174.0,0.8,0.05,3.63,0
3.24,5174.0,0.8,0.05,3.63,0
3.125,5105.0,0.78,0.12,3.09,0
1.75,5174.0,0.8,0.05,3.63,0
1.712,5105.0,0.78,0.12,3.09,0
2.21,5088.0,0.757,0.2,1.26,0
2.56,5434.0,0.87,0.01,4.57,0
1.7,5434.0,0.87,0.01,4.57,0
1.453,5088.0,0.757,0.2,1.26,0
1.641,5060.0,0.788,0.3,2.14,0
1.66,5130.0,0.8,0.05,4.27,0
4.325,5060.0,0.788,0.3,2.14,0
4.35,5130.0,0.8,0.05,4.27,0
5.07,5130.0,0.8,0.05,4.27,0
4.974,5060.0,0.788,0.3,2.14,0
3.14,5182.0,0.82,0.2,2.34,0
2.915,4973.0,0.773,0.17,3.39,0
4.12,5182.0,0.82,0.2,2.34,0
3.902,4973.0,0.773,0.17,3.39,0
1.0,3632.0,0.38,-0.34,3.09,0
1.17,3632.0,0.38,-0.34,3.09,0
1.08,3632.0,0.38,-0.34,3.09,0
2.71,6270.0,1.31,-0.04,11.0,0
2.704,6285.0,1.342,-0.04,3.55,0
5.2,6270.0,1.31,-0.04,11.0,0
4.627,6285.0,1.342,-0.04,3.55,0
1.12,5097.0,0.79,0.02,5.13,0
1.087,5007.0,0.748,0.01,3.8,0
2.269,5007.0,0.748,0.01,3.8,0
2.41,5097.0,0.79,0.02,5.13,0
2.098,5007.0,0.748,0.01,3.8,0
2.24,5097.0,0.79,0.02,5.13,0
1.49,5622.0,0.91,-0.02,3.63,0
1.357,5492.0,0.809,-0.06,2.0,0
3.08,5622.0,0.91,-0.02,3.63,0
2.704,5492.0,0.809,-0.06,2.0,0
3.199,5492.0,0.809,-0.06,2.0,0
3.58,5622.0,0.91,-0.02,3.63,0
2.926,5492.0,0.809,-0.06,2.0,0
3.27,5622.0,0.91,-0.02,3.63,0
1.37,4542.0,0.66,-0.13,3.47,0
2.67,4542.0,0.66,-0.13,3.47,0
1.77,5216.0,0.81,0.03,4.57,0
1.71,5081.0,0.799,0.15,3.72,0
2.75,5216.0,0.81,0.03,4.57,0
2.734,5081.0,0.799,0.15,3.72,0
3.199,5081.0,0.799,0.15,3.72,0
3.29,5216.0,0.81,0.03,4.57,0
3.745,5503.0,0.902,-0.13,8.51,0
3.73,5611.0,0.9,-0.06,3.98,0
2.37,5611.0,0.9,-0.06,3.98,0
2.32,5503.0,0.902,-0.13,8.51,0
2.653,5503.0,0.902,-0.13,8.51,0
2.65,5611.0,0.9,-0.06,3.98,0
1.51,5431.0,0.86,0.02,4.37,0
2.92,5431.0,0.86,0.02,4.37,0
1.32,5431.0,0.86,0.02,4.37,0
1.363,5608.0,0.963,0.26,1.82,0
1.6,5607.0,1.14,0.12,9.55,0
2.1,5607.0,1.14,0.12,9.55,0
1.783,5608.0,0.963,0.26,1.82,0
1.645,5608.0,0.963,0.26,1.82,0
2.0,5607.0,1.14,0.12,9.55,0
1.799,5608.0,0.963,0.26,1.82,0
2.14,5607.0,1.14,0.12,9.55,0
2.22,5209.0,0.81,0.04,4.79,0
2.201,5118.0,0.801,0.4,1.48,0
3.932,5118.0,0.801,0.4,1.48,0
3.99,5209.0,0.81,0.04,4.79,0
4.664,5118.0,0.801,0.4,1.48,0
4.69,5209.0,0.81,0.04,4.79,0
3.59,4951.0,0.77,0.1,3.63,0
3.17,4951.0,0.77,0.1,3.63,0
2.76,5578.0,0.9,-0.03,4.47,0
2.704,5511.0,0.897,-0.09,7.94,0
2.76,5578.0,0.9,-0.03,4.47,0
2.741,5511.0,0.897,-0.09,7.94,0
3.25,4097.0,0.6,-0.05,2.95,0
3.18,4097.0,0.6,-0.05,2.95,0
1.36,4097.0,0.6,-0.05,2.95,0
2.34,4097.0,0.6,-0.05,2.95,0
2.303,5541.0,0.917,0.29,1.15,0
2.21,5468.0,0.88,0.03,4.47,0
1.779,5541.0,0.917,0.29,1.15,0
1.73,5468.0,0.88,0.03,4.47,0
2.26,5144.0,0.8,0.04,3.98,0
2.161,5121.0,0.749,0.11,0.87,0
2.17,5144.0,0.8,0.04,3.98,0
2.038,5121.0,0.749,0.11,0.87,0
1.38,5549.0,0.816,-0.32,6.31,0
1.83,5886.0,1.05,0.0,3.55,0
2.06,5886.0,1.05,0.0,3.55,0
1.624,5549.0,0.816,-0.32,6.31,0
3.07,5388.0,0.85,0.02,4.27,0
2.568,5113.0,0.714,-0.08,2.24,0
2.192,5113.0,0.714,-0.08,2.24,0
2.62,5388.0,0.85,0.02,4.27,0
3.978,6284.0,1.957,0.13,2.45,0
4.19,6263.0,2.02,0.2,2.57,0
3.59,6263.0,2.02,0.2,2.57,0
3.403,6284.0,1.957,0.13,2.45,0
1.67,5883.0,1.03,-0.14,5.25,0
1.592,5871.0,0.945,-0.11,2.82,0
2.315,5871.0,0.945,-0.11,2.82,0
2.46,5883.0,1.03,-0.14,5.25,0
2.111,5871.0,0.945,-0.11,2.82,0
2.23,5883.0,1.03,-0.14,5.25,0
2.46,5883.0,1.03,-0.14,5.25,0
2.26,5871.0,0.945,-0.11,2.82,0
2.21,5516.0,0.88,-0.05,4.79,0
3.24,5516.0,0.88,-0.05,4.79,0
2.43,3973.0,0.54,-0.18,3.31,0
2.31,3973.0,0.54,-0.18,3.31,0
2.31,3973.0,0.54,-0.18,3.31,0
2.52,6060.0,1.22,0.06,3.8,0
2.581,6097.0,1.242,0.04,3.98,0
2.65,6060.0,1.22,0.06,3.8,0
2.773,6097.0,1.242,0.04,3.98,0
4.345,5619.0,1.633,0.4,6.46,0
2.32,5509.0,0.89,0.02,4.57,0
1.58,5509.0,0.89,0.02,4.57,0
2.864,5619.0,1.633,0.4,6.46,0
4.27,5264.0,0.744,0.12,1.48,0
4.85,5294.0,0.85,0.25,1.62,0
7.17,5294.0,0.85,0.25,1.62,1
6.246,5264.0,0.744,0.12,1.48,1
2.438,5264.0,0.744,0.12,1.48,0
1.728,6099.0,1.226,0.15,2.63,0
1.92,6127.0,1.35,0.07,3.72,0
1.62,6127.0,1.35,0.07,3.72,0
1.412,6099.0,1.226,0.15,2.63,0
1.247,5470.0,0.849,-0.17,8.51,0
1.23,5555.0,0.87,-0.13,4.57,0
0.971,5470.0,0.849,-0.17,8.51,0
0.95,5555.0,0.87,-0.13,4.57,0
0.67,5470.0,0.849,-0.17,8.51,0
0.66,5555.0,0.87,-0.13,4.57,0
1.46,5605.0,0.95,0.1,4.9,0
1.895,5439.0,1.209,0.04,13.18,0
1.87,5605.0,0.95,0.1,4.9,0
2.379,5439.0,1.209,0.04,13.18,0
2.504,5439.0,1.209,0.04,13.18,0
2.0,5605.0,0.95,0.1,4.9,0
1.7,5584.0,0.92,0.01,4.68,0
1.481,5217.0,0.78,-0.28,10.47,0
1.9,5584.0,0.92,0.01,4.68,0
1.579,5217.0,0.78,-0.28,10.47,0
1.92,5954.0,1.1,0.07,3.63,0
2.203,5684.0,1.232,-0.16,12.88,0
2.387,5684.0,1.232,-0.16,12.88,0
2.18,5954.0,1.1,0.07,3.63,0
2.25,6193.0,1.28,0.0,3.31,0
2.459,6179.0,1.4,0.08,3.39,0
3.618,6179.0,1.4,0.08,3.39,0
3.36,6193.0,1.28,0.0,3.31,0
3.1,6193.0,1.28,0.0,3.31,0
3.363,6179.0,1.4,0.08,3.39,0
2.288,5693.0,0.889,-0.29,7.41,0
2.69,5833.0,1.03,0.02,3.8,0
3.15,5833.0,1.03,0.02,3.8,0
2.732,5693.0,0.889,-0.29,7.41,0
2.59,5833.0,1.03,0.02,3.8,0
2.228,5693.0,0.889,-0.29,7.41,0
3.027,6065.0,1.731,0.09,3.89,0
2.73,6061.0,1.57,0.1,4.07,0
2.853,6065.0,1.731,0.09,3.89,0
2.64,6061.0,1.57,0.1,4.07,0
4.015,5002.0,2.791,0.33,3.72,0
3.89,4989.0,2.75,0.19,7.76,0
3.955,4965.0,2.861,0.22,5.761,0
2.99,4989.0,2.75,0.19,7.76,0
3.268,4965.0,2.861,0.22,5.761,0
3.195,5002.0,2.791,0.33,3.72,0
3.68,6488.0,1.66,-0.04,2.57,0
5.61,6488.0,1.66,-0.04,2.57,0
4.76,6488.0,1.66,-0.04,2.57,0
2.41,4690.0,0.71,0.06,2.24,0
2.153,4674.0,0.641,0.02,2.88,0
2.176,4674.0,0.641,0.02,2.88,0
2.41,4690.0,0.71,0.06,2.24,0
1.52,5657.0,0.93,0.0,4.27,0
1.606,5541.0,0.971,0.14,5.62,0
2.04,5657.0,0.93,0.0,4.27,0
2.087,5541.0,0.971,0.14,5.62,0
2.41,5623.0,0.93,0.02,4.68,0
5.67,5623.0,0.93,0.02,4.68,0
1.07,5699.0,0.89,-0.25,5.25,0
1.327,5656.0,1.129,-0.2,12.88,0
1.554,5656.0,1.129,-0.2,12.88,0
1.26,5699.0,0.89,-0.25,5.25,0
2.33,5699.0,0.89,-0.25,5.25,0
2.928,5656.0,1.129,-0.2,12.88,0
3.295,5656.0,1.129,-0.2,12.88,0
2.63,5699.0,0.89,-0.25,5.25,0
2.69,4251.0,0.6,-0.17,3.09,0
32.3,4251.0,0.6,-0.17,3.09,1
2.57,5487.0,0.87,-0.02,4.47,0
2.228,5219.0,0.755,-0.26,7.08,0
2.562,5219.0,0.755,-0.26,7.08,0
2.95,5487.0,0.87,-0.02,4.47,0
1.478,5296.0,0.846,0.17,2.88,0
1.41,5300.0,0.81,-0.1,4.17,0
1.15,5300.0,0.81,-0.1,4.17,0
1.173,5296.0,0.846,0.17,2.88,0
1.296,5559.0,0.856,-0.25,6.61,0
1.39,5742.0,0.91,-0.12,2.75,0
1.49,5742.0,0.91,-0.12,2.75,0
1.388,5559.0,0.856,-0.25,6.61,0
1.49,5742.0,0.91,-0.12,2.75,0
1.391,5559.0,0.856,-0.25,6.61,0
1.79,5742.0,0.91,-0.12,2.75,0
1.688,5559.0,0.856,-0.25,6.61,0
2.152,5547.0,0.905,0.12,2.88,0
2.27,5648.0,0.95,0.04,4.57,0
3.129,5547.0,0.905,0.12,2.88,0
3.3,5648.0,0.95,0.04,4.57,0
1.598,5698.0,1.039,-0.24,12.3,0
1.57,5837.0,1.02,0.06,3.72,0
2.91,5837.0,1.02,0.06,3.72,0
2.947,5698.0,1.039,-0.24,12.3,0
3.53,5837.0,1.02,0.06,3.72,0
3.513,5698.0,1.039,-0.24,12.3,0
2.15,5990.0,1.0,0.05,0.65,0
2.49,5990.0,1.0,0.05,0.65,0
2.45,6001.0,1.13,0.01,3.8,0
2.121,5989.0,0.994,0.03,0.68,0
11.307,5989.0,0.994,0.03,0.68,1
11.23,5990.0,1.0,0.05,0.65,1
12.77,6001.0,1.13,0.01,3.8,1
11.59,5990.0,1.0,0.05,0.65,1
2.68,5990.0,1.0,0.05,0.65,0
3.03,5990.0,1.0,0.05,0.65,0
2326.995,5378.0,0.732,-0.44,5.5,1
1023.268,5378.0,0.732,-0.44,5.5,1
2.12,4958.0,0.75,-0.06,4.47,0
1.999,4962.0,0.696,-0.1,3.8,0
3.35,4958.0,0.75,-0.06,4.47,0
3.146,4962.0,0.696,-0.1,3.8,0
0.817,4962.0,0.696,-0.1,3.8,0
1.9,5536.0,0.87,-0.11,4.37,0
2.605,5637.0,1.184,0.23,7.76,0
1.71,5536.0,0.87,-0.11,4.37,0
2.32,5637.0,1.184,0.23,7.76,0
1.41,5282.0,0.81,-0.07,5.13,0
1.461,5248.0,0.813,0.04,3.89,0
1.589,5248.0,0.813,0.04,3.89,0
1.59,5282.0,0.81,-0.07,5.13,0
2.3,5282.0,0.81,-0.07,5.13,0
2.284,5248.0,0.813,0.04,3.89,0
2.56,5282.0,0.81,-0.07,5.13,0
2.543,5248.0,0.813,0.04,3.89,0
2.611,5248.0,0.813,0.04,3.89,0
2.57,5282.0,0.81,-0.07,5.13,0
2.89,5547.0,0.92,0.04,4.68,0
2.653,5483.0,0.833,0.1,1.32,0
3.69,5547.0,0.92,0.04,4.68,0
3.365,5483.0,0.833,0.1,1.32,0
1.73,5559.0,0.93,0.06,5.01,0
1.727,5513.0,0.908,0.11,3.98,0
2.73,5559.0,0.93,0.06,5.01,0
2.705,5513.0,0.908,0.11,3.98,0
1.4,5411.0,0.86,-0.01,4.79,0
3.707,5253.0,2.271,-0.03,6.46,0
1.12,5411.0,0.86,-0.01,4.79,0
3.07,5253.0,2.271,-0.03,6.46,0
1.4,5411.0,0.86,-0.01,4.79,0
35.25,3558.0,0.37,-0.23,4.37,1
2.15,3821.0,0.595,0.3,5.0,0
1.52,3558.0,0.37,-0.23,4.37,0
3.35,3821.0,0.595,0.3,5.0,0
2.69,3821.0,0.595,0.3,5.0,0
1.65,3558.0,0.37,-0.23,4.37,0
1.86,3821.0,0.595,0.3,5.0,0
1.48,3572.0,0.426,-0.12,4.2,0
1.09,3558.0,0.37,-0.23,4.37,0
1.21,3558.0,0.37,-0.23,4.37,0
1.75,3572.0,0.426,-0.12,4.2,0
