st_teff,st_rad,st_met
5063.0,0.8441,-0.065
5918.0,0.865,-0.26
6121.0,1.291,-0.02
5831.0,1.119,0.06
4262.0,0.77,-0.02
6560.0,1.72,-0.09
5946.0,1.239,-0.257
4621.0,0.758575,-0.02
5876.0,0.89,-0.02
5280.0,0.751,-0.42
3491.0,0.464,-0.05
6051.0,1.134,0.04
6363.0,1.012,-0.32
5588.0,1.593,0.14
4684.0,0.71,-0.2
5484.0,0.92,0.23
3975.0,0.509,-0.34
5700.0,1.00957,-0.02
4975.0,0.787,0.0
5550.0,1.07,-0.02
5036.0,0.834,-0.02
5703.36,0.952319,-0.02
5936.0,1.477,0.158
6112.0,1.643,-0.02
3588.0,0.58,-0.02
6021.0,1.458,-0.34
5120.0,0.853,0.07
5873.0,0.89,-0.02
3790.0,0.465,-0.02
6071.0,1.12,-0.02
